"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AS OF FINAL ROLL","BLOCK","LOT","EASE-MENT","BUILDING CLASS AS OF FINAL ROLL","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract 2020","Neighborhood Tabulation Area (NTA) (2020)"
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$52,319","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$41,850","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$63,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$61,549","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$52,259","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,637","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,549","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$79,199","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$83,305","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$155,525","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$81,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,974","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$90,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$63,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$63,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$63,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,799","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$45,000","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$38,305","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$61,112","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1303",,"RH","1335 AVENUE OF THE AMERIC","HU2","10019","0","0","1","0","0","1963","4","RH","$43,529","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$37,254","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$158,050","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$36,947","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$54,500","02/10/2016",,,,,,,,
"1","CHELSEA","09  COOPS - WALKUP APARTMENTS","2","772","12",,"C6","261 WEST 22, 19",,"10011","0","0","0","0","0","1917","2","C6","$10,872","02/10/2016",,,,,,,,
"1","CHELSEA","09  COOPS - WALKUP APARTMENTS","2","772","12",,"C6","261 WEST 22, 2",,"10011","0","0","0","0","0","1917","2","C6","$34,301","02/10/2016",,,,,,,,
"1","CHELSEA","13  CONDOS - ELEVATOR APARTMENTS","2","695","1537",,"R4","555 WEST 23RD   STREET","N10M","10011","1","0","1","0","0","2005","2","R4","$1,070,000","02/10/2016","40.7484","-74.005836","104","3","1012345","1006957503","9901","MN0401"
"1","CHELSEA","13  CONDOS - ELEVATOR APARTMENTS","2","768","1183",,"R4","140 7 AVENUE","1N","10011","1","0","1","0","0","0","2","R4","$0","02/10/2016","40.741324","-73.99768","104","3","1068033","1007687502","87","MN0401"
"1","CHELSEA","13  CONDOS - ELEVATOR APARTMENTS","2","775","1207",,"R4","261 WEST 25TH   STREET","2C","10001","1","0","1","0","0","2014","2","R4","$1,135,348","02/10/2016","40.746084","-73.996351","104","3","1089820","1007757503","91","MN0401"
"1","CHELSEA","17  CONDO COOPS","2","721","1062",,"R9","470 WEST 24TH STREET, 4J",,"10011","0","0","0","0","0","0","2","R9","$1,180,000","02/10/2016","40.747926","-74.0027","104","3","1067979","1007217501","93","MN0401"
"1","CLINTON","13  CONDOS - ELEVATOR APARTMENTS","2","1060","1114",,"R4","425 WEST 50TH   STREET","10C","10019","1","0","1","0","0","1931","2","R4","$4,734,862","02/10/2016","40.763878","-73.989853","104","3","1026676","1010607502","133","MN0402"
"1","FINANCIAL","13  CONDOS - ELEVATOR APARTMENTS","2","76","1325",,"R4","99 JOHN STREET","1015","10038","1","0","1","0","0","2003","2","R4","$0","02/10/2016","40.708006","-74.006164","101","1","1087867","1000767502","1502","MN0101"
"1","FLATIRON","10  COOPS - ELEVATOR APARTMENTS","2","817","29",,"D4","16 WEST 16TH STREET, 11HS",,"10011","0","0","0","0","0","1964","2","D4","$820,000","02/10/2016","40.737666","-73.993469","105","3","1078651","1008170029","54","MN0501"
"1","GREENWICH VILLAGE-CENTRAL","17  CONDO COOPS","2","576","1702",,"R9","8 WEST 13TH STREET, 8RW",,"10011","0","0","0","0","0","0","2","R9","$1,375,000","02/10/2016","40.735569","-73.99475","102","3","1009616","1005767503","63","MN0202"
"1","GREENWICH VILLAGE-WEST","10  COOPS - ELEVATOR APARTMENTS","2","608","39",,"D4","101 WEST 12 STREET, 19F",,"10011","0","0","0","0","0","1961","2","D4","$1,195,000","02/10/2016","40.736222","-73.998228","102","3","1010619","1006080039","71","MN0203"
"1","GREENWICH VILLAGE-WEST","13  CONDOS - ELEVATOR APARTMENTS","2","607","1462",,"R4","150 WEST 12TH   STREET","5 WES","10011","1","0","1","0","0","2013","2","R4","$6,530,563","02/10/2016","40.736634","-73.999249","102","3","1082218","1006077503","71","MN0203"
"1","GREENWICH VILLAGE-WEST","13  CONDOS - ELEVATOR APARTMENTS","2","642","1125",,"R4","99 JANE STREET","3E","10014","1","0","1","0","0","0","2","R4","$2,750,000","02/10/2016","40.738151","-74.008462","102","3","1085734","1006427502","79","MN0203"
"1","HARLEM-CENTRAL","01  ONE FAMILY DWELLINGS","1","1908","133",,"S1","273 LENOX AVENUE",,"10027","1","1","2","1,275","3,970","1909","1","S1","$3,000,000","02/10/2016","40.806862","-73.946163","110","9","1057814","1019080133","222","MN1001"
"1","HARLEM-CENTRAL","13  CONDOS - ELEVATOR APARTMENTS","2","2045","1308",,"R4","303 WEST 146TH STREET","4R","10039","1","0","1","0","0","2005","2","R4","$507,000","02/10/2016","40.8236","-73.94163","110","9","1089581","1020457505","259","MN1002"
"1","HARLEM-UPPER","07  RENTALS - WALKUP APARTMENTS","2A","2064","142",,"C3","418 WEST 150TH STREET",,"10031","4","0","4","1,649","4,900","1899","2","C3","$635,000","02/10/2016","40.827525","-73.943234","109","9","1061565","1020640142","231","MN0903"
"1","HARLEM-UPPER","29  COMMERCIAL GARAGES","4","2067","20",,"G7","841 ST NICHOLAS AVENUE",,"10031","0","0","0","1,881","0","0","4","G7","$0","02/10/2016","40.828864","-73.942171","109","7","1000000","1020670020","23501","MN0903"
"1","HARLEM-UPPER","29  COMMERCIAL GARAGES","4","2067","21",,"G7","845 ST NICHOLAS AVENUE",,"10031","0","0","0","1,729","0","0","4","G7","$0","02/10/2016","40.828952","-73.942138","109","7","1000000","1020670020","23501","MN0903"
"1","HARLEM-UPPER","29  COMMERCIAL GARAGES","4","2067","22",,"G7","847 ST NICHOLAS AVENUE",,"10031","0","0","0","1,653","0","0","4","G7","$0","02/10/2016","40.828996","-73.942123","109","7","1000000","1020670020","23501","MN0903"
"1","HARLEM-UPPER","29  COMMERCIAL GARAGES","4","2067","120",,"G7","843 ST NICHOLAS AVENUE",,"10031","0","0","0","1,805","0","0","4","G7","$0","02/10/2016","40.828908","-73.942156","109","7","1000000","1020670020","23501","MN0903"
"1","KIPS BAY","13  CONDOS - ELEVATOR APARTMENTS","2","924","1006",,"R4","302 EAST 19TH   STREET","2A","10003","1","0","1","0","0","0","2","R4","$0","02/10/2016","40.735359","-73.982543","106","2","1078811","1009247501","48","MN0602"
"1","KIPS BAY","13  CONDOS - ELEVATOR APARTMENTS","2","924","1007",,"R4","302 EAST 19TH   STREET","2B","10003","1","0","1","0","0","0","2","R4","$0","02/10/2016","40.735359","-73.982543","106","2","1078811","1009247501","48","MN0602"
"1","KIPS BAY","13  CONDOS - ELEVATOR APARTMENTS","2","924","1008",,"R4","302 E 19 STREET","2C","10003","1","0","1","0","0","0","2","R4","$0","02/10/2016","40.735359","-73.982543","106","2","1078811","1009247501","48","MN0602"
"1","KIPS BAY","13  CONDOS - ELEVATOR APARTMENTS","2","940","1214",,"R4","333 EAST 34TH   STREET","17L","10016","1","0","1","0","0","1961","2","R4","$860,000","02/10/2016","40.744305","-73.974727","106","2","1021903","1009407501","78","MN0603"
"1","KIPS BAY","13  CONDOS - ELEVATOR APARTMENTS","2","943","1109",,"R4","330 EAST 38TH   STREET","11G","10016","1","0","1","0","0","0","2","R4","$975,000","02/10/2016","40.746742","-73.972741","106","4","1076166","1009437501","78","MN0603"
"3","BEDFORD STUYVESANT","09  COOPS - WALKUP APARTMENTS","2C","1823","29",,"C6","248 MADISON STREET",,"11216","0","0","0","0","0","1931","2","C6","$148,592","02/10/2016","40.684908","-73.948868","303","36","3051638","3018230029","249","BK0301"
"1","KIPS BAY","13  CONDOS - ELEVATOR APARTMENTS","2","968","1394",,"R4","630 FIRST AVENUE","29L","10016","1","0","1","0","0","1984","2","R4","$1,775,000","02/10/2016","40.745156","-73.9725","106","4","1022060","1009687501","8601","MN0603"
"1","MIDTOWN EAST","10  COOPS - ELEVATOR APARTMENTS","2","1328","21",,"D4","245 EAST 54TH STREET, 20D",,"10022","0","0","0","0","0","1977","2","D4","$750,000","02/10/2016","40.757896","-73.967893","106","4","1038575","1013280021","10801","MN0604"
"1","MIDTOWN EAST","10  COOPS - ELEVATOR APARTMENTS","2","1333","23",,"D4","5 TUDOR CITY PLACE, 935",,"10017","0","0","0","0","0","1930","2","D4","$292,000","02/10/2016","40.748054","-73.971185","106","4","1038647","1013330023","88","MN0603"
"1","MIDTOWN EAST","10  COOPS - ELEVATOR APARTMENTS","2","1333","42",,"D4","304 EAST 41ST STREET, 1306A",,"10017","0","0","0","0","0","1928","2","D4","$386,000","02/10/2016","40.749017","-73.972383","106","4","1080448","1013330042","88","MN0603"
"1","MIDTOWN EAST","10  COOPS - ELEVATOR APARTMENTS","2","1338","5",,"D4","310 EAST 46TH STREET, 22G",,"10017","0","0","0","0","0","1929","2","D4","$518,000","02/10/2016","40.752154","-73.969834","106","4","1038770","1013380005","90","MN0604"
"1","MIDTOWN EAST","10  COOPS - ELEVATOR APARTMENTS","2","1367","1",,"D4","400 EAST 56TH   STREET, 38-D",,"10022","0","0","0","0","0","1969","2","D4","$1,550,000","02/10/2016","40.757488","-73.963078","106","5","1040460","1013670001","10601","MN0604"
"1","MIDTOWN EAST","13  CONDOS - ELEVATOR APARTMENTS","2","1344","1298",,"R4","305 EAST 51ST STREET","RU23B","10022","1","0","1","0","0","2007","2","R4","$1,958,222","02/10/2016","40.755409","-73.967815","106","4","1089775","1013447503","98","MN0604"
"1","MIDTOWN EAST","13  CONDOS - ELEVATOR APARTMENTS","2","1347","1116",,"R4","300 EAST 55TH STREET","30B","10022","1","0","1","0","0","0","2","R4","$3,200,000","02/10/2016","40.757851","-73.965889","106","5","1089507","1013477501","10801","MN0604"
"1","MIDTOWN WEST","10  COOPS - ELEVATOR APARTMENTS","2","1009","18",,"D4","125 W 56 ST, 3B",,"10019","0","0","0","0","0","1924","2","D4","$590,000","02/10/2016","40.764101","-73.978734","105","4","1023454","1010090018","137","MN0502"
"1","MIDTOWN WEST","10  COOPS - ELEVATOR APARTMENTS","2","1270","17",,"D4","25 WEST 54TH STREET, 12B",,"10019","0","0","0","0","0","1939","2","D4","$1,865,000","02/10/2016","40.761485","-73.976406","105","4","1034794","1012700017","104","MN0502"
"1","MIDTOWN WEST","13  CONDOS - ELEVATOR APARTMENTS","2","1269","1258",,"R4","15 WEST 53RD   STREET","48E","10019","1","0","1","0","0","1982","2","R4","$2,080,000","02/10/2016","40.761038","-73.97728","105","4","1034537","1012697501","104","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$0","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$100","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH   STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$41,980","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$59,900","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$116,805","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$59,900","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$55,108","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$80,725","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$58,329","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$39,432","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$126,490","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH",,"10019","0","2","2","7,532","112,850","2007","4","H3","$54,500","02/10/2016",,,,,,,,
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$116,805","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$39,432","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$202,130","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$40,705","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$77,350","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$92,300","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$59,900","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$58,994","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$59,900","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$59,749","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$53,449","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$36,005","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$52,805","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$54,500","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$106,275","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
"1","MIDTOWN WEST","26  OTHER HOTELS","4","1009","37",,"H3","102 WEST 57TH STREET",,"10019","0","2","2","7,532","112,850","2007","4","H3","$106,275","02/10/2016","40.764455","-73.977532","105","4","1089420","1010090037","137","MN0502"
